"","lines","chro","line_chro","sex"
"1","L1","B","L:B","M"
"2","L1","B","L:B","M"
"3","L1","B","L:B","M"
"4","L1","B","L:B","M"
"5","L1","B","L:B","M"
"6","L1","B","L:B","M"
"7","L1","B","L:B","M"
"8","L1","B","L:B","M"
"9","L1","B","L:B","M"
"10","L1","B","L:B","M"
"11","L1","B","L:B","M"
"12","L1","B","L:B","M"
"13","L1","B","L:B","M"
"14","L1","B","L:B","M"
"15","L1","B","L:B","M"
"16","L1","B","L:B","M"
"17","L1","B","L:B","M"
"18","L1","B","L:B","M"
"19","L1","B","L:B","M"
"20","L1","B","L:B","M"
"21","L1","B","L:B","M"
"22","L1","B","L:B","M"
"23","L1","B","L:B","M"
"24","L1","B","L:B","M"
"25","L1","B","L:B","M"
"26","L1","B","L:B","M"
"27","L1","B","L:B","M"
"28","L1","B","L:B","M"
"29","L1","B","L:B","M"
"30","L1","B","L:B","M"
"31","L1","B","L:B","M"
"32","L1","B","L:B","M"
"33","L1","B","L:B","M"
"34","L1","B","L:B","M"
"35","L1","B","L:B","M"
"36","L1","B","L:B","M"
"37","L1","B","L:B","M"
"38","L1","B","L:B","M"
"39","L1","B","L:B","M"
"40","L1","B","L:B","M"
"41","L1","B","L:B","M"
"42","L1","B","L:B","M"
"43","L1","B","L:B","M"
"44","L1","B","L:B","M"
"45","L1","B","L:B","M"
"46","L1","B","L:B","M"
"47","L1","B","L:B","M"
"48","L1","B","L:B","M"
"49","L1","B","L:B","M"
"50","L1","B","L:B","M"
"51","L1","B","L:B","M"
"52","L1","B","L:B","M"
"53","L1","B","L:B","M"
"54","L1","B","L:B","M"
"55","L1","B","L:B","M"
"56","L1","B","L:B","M"
"57","L1","B","L:B","M"
"58","L1","B","L:B","M"
"59","L1","B","L:B","M"
"60","L1","B","L:B","M"
"61","L1","B","L:B","M"
"62","L1","B","L:B","F"
"63","L1","B","L:B","F"
"64","L1","B","L:B","F"
"65","L1","B","L:B","F"
"66","L1","B","L:B","F"
"67","L1","B","L:B","F"
"68","L1","B","L:B","F"
"69","L1","B","L:B","F"
"70","L1","B","L:B","F"
"71","L1","B","L:B","F"
"72","L1","B","L:B","F"
"73","L1","B","L:B","F"
"74","L1","B","L:B","F"
"75","L1","B","L:B","F"
"76","L1","B","L:B","F"
"77","L1","B","L:B","F"
"78","L1","B","L:B","F"
"79","L1","B","L:B","F"
"80","L1","B","L:B","F"
"81","L1","B","L:B","F"
"82","L1","B","L:B","F"
"83","L1","B","L:B","F"
"84","L1","B","L:B","F"
"85","L1","B","L:B","F"
"86","L1","B","L:B","F"
"87","L1","B","L:B","F"
"88","L1","B","L:B","F"
"89","L1","B","L:B","F"
"90","L1","B","L:B","F"
"91","L1","B","L:B","F"
"92","L1","B","L:B","F"
"93","L1","B","L:B","F"
"94","L1","B","L:B","F"
"95","L1","B","L:B","F"
"96","L1","B","L:B","F"
"97","L1","B","L:B","F"
"98","L1","B","L:B","F"
"99","L1","B","L:B","F"
"100","L1","B","L:B","F"
"101","L1","B","L:B","F"
"102","L1","B","L:B","F"
"103","L1","B","L:B","F"
"104","L1","B","L:B","F"
"105","L1","B","L:B","F"
"106","L1","B","L:B","F"
"107","L1","B","L:B","F"
"108","L1","B","L:B","F"
"109","L1","B","L:B","F"
"110","L1","B","L:B","F"
"111","L1","B","L:B","F"
"112","L1","B","L:B","F"
"113","L1","B","L:B","F"
"114","L1","B","L:B","F"
"115","L1","B","L:B","F"
"116","L1","B","L:B","F"
"117","L1","B","L:B","F"
"118","L1","B","L:B","F"
"119","L1","B","L:B","F"
"120","L1","B","L:B","F"
"121","L1","B","L:B","F"
"122","L1","B","L:B","F"
"123","L1","B","L:B","F"
"124","L1","B","L:B","F"
"125","L1","B","L:B","F"
"126","L1","B","L:B","F"
"127","L1","B","L:B","F"
"128","L1","B","L:B","F"
"129","L1","B","L:B","F"
"130","L1","B","L:B","F"
"131","L2","B","L:B","M"
"132","L2","B","L:B","M"
"133","L2","B","L:B","M"
"134","L2","B","L:B","M"
"135","L2","B","L:B","M"
"136","L2","B","L:B","M"
"137","L2","B","L:B","M"
"138","L2","B","L:B","M"
"139","L2","B","L:B","M"
"140","L2","B","L:B","M"
"141","L2","B","L:B","M"
"142","L2","B","L:B","M"
"143","L2","B","L:B","M"
"144","L2","B","L:B","M"
"145","L2","B","L:B","M"
"146","L2","B","L:B","M"
"147","L2","B","L:B","M"
"148","L2","B","L:B","M"
"149","L2","B","L:B","M"
"150","L2","B","L:B","M"
"151","L2","B","L:B","M"
"152","L2","B","L:B","M"
"153","L2","B","L:B","M"
"154","L2","B","L:B","M"
"155","L2","B","L:B","M"
"156","L2","B","L:B","M"
"157","L2","B","L:B","M"
"158","L2","B","L:B","M"
"159","L2","B","L:B","M"
"160","L2","B","L:B","M"
"161","L2","B","L:B","M"
"162","L2","B","L:B","M"
"163","L2","B","L:B","M"
"164","L2","B","L:B","M"
"165","L2","B","L:B","M"
"166","L2","B","L:B","M"
"167","L2","B","L:B","M"
"168","L2","B","L:B","M"
"169","L2","B","L:B","M"
"170","L2","B","L:B","M"
"171","L2","B","L:B","M"
"172","L2","B","L:B","M"
"173","L2","B","L:B","M"
"174","L2","B","L:B","M"
"175","L2","B","L:B","M"
"176","L2","B","L:B","M"
"177","L2","B","L:B","M"
"178","L2","B","L:B","M"
"179","L2","B","L:B","M"
"180","L2","B","L:B","M"
"181","L2","B","L:B","M"
"182","L2","B","L:B","M"
"183","L2","B","L:B","M"
"184","L2","B","L:B","M"
"185","L2","B","L:B","M"
"186","L2","B","L:B","M"
"187","L2","B","L:B","M"
"188","L2","B","L:B","M"
"189","L2","B","L:B","M"
"190","L2","B","L:B","M"
"191","L2","B","L:B","M"
"192","L2","B","L:B","M"
"193","L2","B","L:B","M"
"194","L2","B","L:B","M"
"195","L2","B","L:B","M"
"196","L2","B","L:B","M"
"197","L2","B","L:B","M"
"198","L2","B","L:B","M"
"199","L2","B","L:B","M"
"200","L2","B","L:B","M"
"201","L2","B","L:B","M"
"202","L2","B","L:B","M"
"203","L2","B","L:B","M"
"204","L2","B","L:B","M"
"205","L2","B","L:B","M"
"206","L2","B","L:B","M"
"207","L2","B","L:B","M"
"208","L2","B","L:B","M"
"209","L2","B","L:B","M"
"210","L2","B","L:B","M"
"211","L2","B","L:B","M"
"212","L2","B","L:B","M"
"213","L2","B","L:B","M"
"214","L2","B","L:B","M"
"215","L2","B","L:B","M"
"216","L2","B","L:B","M"
"217","L2","B","L:B","M"
"218","L2","B","L:B","M"
"219","L2","B","L:B","M"
"220","L2","B","L:B","M"
"221","L2","B","L:B","M"
"222","L2","B","L:B","M"
"223","L2","B","L:B","M"
"224","L2","B","L:B","M"
"225","L2","B","L:B","M"
"226","L2","B","L:B","M"
"227","L2","B","L:B","M"
"228","L2","B","L:B","M"
"229","L2","B","L:B","M"
"230","L2","B","L:B","F"
"231","L2","B","L:B","F"
"232","L2","B","L:B","F"
"233","L2","B","L:B","F"
"234","L2","B","L:B","F"
"235","L2","B","L:B","F"
"236","L2","B","L:B","F"
"237","L2","B","L:B","F"
"238","L2","B","L:B","F"
"239","L2","B","L:B","F"
"240","L2","B","L:B","F"
"241","L2","B","L:B","F"
"242","L2","B","L:B","F"
"243","L2","B","L:B","F"
"244","L2","B","L:B","F"
"245","L2","B","L:B","F"
"246","L2","B","L:B","F"
"247","L2","B","L:B","F"
"248","L2","B","L:B","F"
"249","L2","B","L:B","F"
"250","L2","B","L:B","F"
"251","L2","B","L:B","F"
"252","L2","B","L:B","F"
"253","L2","B","L:B","F"
"254","L2","B","L:B","F"
"255","L2","B","L:B","F"
"256","L2","B","L:B","F"
"257","L2","B","L:B","F"
"258","L2","B","L:B","F"
"259","L2","B","L:B","F"
"260","L2","B","L:B","F"
"261","L2","B","L:B","F"
"262","L2","B","L:B","F"
"263","L2","B","L:B","F"
"264","L2","B","L:B","F"
"265","L2","B","L:B","F"
"266","L2","B","L:B","F"
"267","L2","B","L:B","F"
"268","L2","B","L:B","F"
"269","L2","B","L:B","F"
"270","L2","B","L:B","F"
"271","L2","B","L:B","F"
"272","L2","B","L:B","F"
"273","L2","B","L:B","F"
"274","L2","B","L:B","F"
"275","L2","B","L:B","F"
"276","L2","B","L:B","F"
"277","L2","B","L:B","F"
"278","L2","B","L:B","F"
"279","L2","B","L:B","F"
"280","L2","B","L:B","F"
"281","L2","B","L:B","F"
"282","L2","B","L:B","F"
"283","L2","B","L:B","F"
"284","L2","B","L:B","F"
"285","L2","B","L:B","F"
"286","L2","B","L:B","F"
"287","L2","B","L:B","F"
"288","L2","B","L:B","F"
"289","L2","B","L:B","F"
"290","L2","B","L:B","F"
"291","L2","B","L:B","F"
"292","L2","B","L:B","F"
"293","L2","B","L:B","F"
"294","L2","B","L:B","F"
"295","L2","B","L:B","F"
"296","L2","B","L:B","F"
"297","L2","B","L:B","F"
"298","L2","B","L:B","F"
"299","L2","B","L:B","F"
"300","L2","B","L:B","F"
"301","L2","B","L:B","F"
"302","L2","B","L:B","F"
"303","L2","B","L:B","F"
"304","L2","B","L:B","F"
"305","L2","B","L:B","F"
"306","L2","B","L:B","F"
"307","L2","B","L:B","F"
"308","L2","B","L:B","F"
"309","L2","B","L:B","F"
"310","L2","B","L:B","F"
"311","L2","B","L:B","F"
"312","L2","B","L:B","F"
"313","L2","B","L:B","F"
"314","L2","B","L:B","F"
"315","L2","B","L:B","F"
"316","L2","B","L:B","F"
"317","L2","B","L:B","F"
"318","L2","B","L:B","F"
"319","L2","B","L:B","F"
"320","L2","B","L:B","F"
"321","L2","B","L:B","F"
"322","L2","B","L:B","F"
"323","L2","B","L:B","F"
"324","L2","B","L:B","F"
"325","L2","B","L:B","F"
"326","L2","B","L:B","F"
"327","L2","B","L:B","F"
"328","L2","B","L:B","F"
"329","L2","B","L:B","F"
"330","L2","B","L:B","F"
"331","L2","B","L:B","F"
"332","L2","B","L:B","F"
"333","L2","B","L:B","F"
"334","L2","B","L:B","F"
"335","L2","B","L:B","F"
"336","L2","B","L:B","F"
"337","L2","B","L:B","F"
"338","L2","B","L:B","F"
"339","L2","B","L:B","F"
"340","L2","B","L:B","F"
"341","L2","B","L:B","F"
"342","L3","B","L:B","M"
"343","L3","B","L:B","M"
"344","L3","B","L:B","M"
"345","L3","B","L:B","M"
"346","L3","B","L:B","M"
"347","L3","B","L:B","M"
"348","L3","B","L:B","M"
"349","L3","B","L:B","M"
"350","L3","B","L:B","M"
"351","L3","B","L:B","M"
"352","L3","B","L:B","M"
"353","L3","B","L:B","M"
"354","L3","B","L:B","M"
"355","L3","B","L:B","M"
"356","L3","B","L:B","M"
"357","L3","B","L:B","M"
"358","L3","B","L:B","M"
"359","L3","B","L:B","M"
"360","L3","B","L:B","M"
"361","L3","B","L:B","M"
"362","L3","B","L:B","M"
"363","L3","B","L:B","M"
"364","L3","B","L:B","M"
"365","L3","B","L:B","M"
"366","L3","B","L:B","M"
"367","L3","B","L:B","M"
"368","L3","B","L:B","M"
"369","L3","B","L:B","M"
"370","L3","B","L:B","M"
"371","L3","B","L:B","M"
"372","L3","B","L:B","M"
"373","L3","B","L:B","M"
"374","L3","B","L:B","M"
"375","L3","B","L:B","M"
"376","L3","B","L:B","M"
"377","L3","B","L:B","M"
"378","L3","B","L:B","M"
"379","L3","B","L:B","M"
"380","L3","B","L:B","M"
"381","L3","B","L:B","M"
"382","L3","B","L:B","M"
"383","L3","B","L:B","M"
"384","L3","B","L:B","M"
"385","L3","B","L:B","M"
"386","L3","B","L:B","M"
"387","L3","B","L:B","M"
"388","L3","B","L:B","M"
"389","L3","B","L:B","M"
"390","L3","B","L:B","M"
"391","L3","B","L:B","M"
"392","L3","B","L:B","M"
"393","L3","B","L:B","M"
"394","L3","B","L:B","M"
"395","L3","B","L:B","M"
"396","L3","B","L:B","M"
"397","L3","B","L:B","M"
"398","L3","B","L:B","M"
"399","L3","B","L:B","M"
"400","L3","B","L:B","M"
"401","L3","B","L:B","M"
"402","L3","B","L:B","M"
"403","L3","B","L:B","M"
"404","L3","B","L:B","M"
"405","L3","B","L:B","M"
"406","L3","B","L:B","M"
"407","L3","B","L:B","M"
"408","L3","B","L:B","M"
"409","L3","B","L:B","M"
"410","L3","B","L:B","M"
"411","L3","B","L:B","M"
"412","L3","B","L:B","M"
"413","L3","B","L:B","M"
"414","L3","B","L:B","M"
"415","L3","B","L:B","M"
"416","L3","B","L:B","M"
"417","L3","B","L:B","M"
"418","L3","B","L:B","M"
"419","L3","B","L:B","M"
"420","L3","B","L:B","M"
"421","L3","B","L:B","M"
"422","L3","B","L:B","M"
"423","L3","B","L:B","M"
"424","L3","B","L:B","M"
"425","L3","B","L:B","M"
"426","L3","B","L:B","M"
"427","L3","B","L:B","M"
"428","L3","B","L:B","M"
"429","L3","B","L:B","M"
"430","L3","B","L:B","M"
"431","L3","B","L:B","M"
"432","L3","B","L:B","M"
"433","L3","B","L:B","M"
"434","L3","B","L:B","M"
"435","L3","B","L:B","M"
"436","L3","B","L:B","M"
"437","L3","B","L:B","M"
"438","L3","B","L:B","M"
"439","L3","B","L:B","M"
"440","L3","B","L:B","M"
"441","L3","B","L:B","M"
"442","L3","B","L:B","M"
"443","L3","B","L:B","M"
"444","L3","B","L:B","M"
"445","L3","B","L:B","M"
"446","L3","B","L:B","M"
"447","L3","B","L:B","M"
"448","L3","B","L:B","M"
"449","L3","B","L:B","M"
"450","L3","B","L:B","M"
"451","L3","B","L:B","M"
"452","L3","B","L:B","M"
"453","L3","B","L:B","M"
"454","L3","B","L:B","M"
"455","L3","B","L:B","M"
"456","L3","B","L:B","M"
"457","L3","B","L:B","M"
"458","L3","B","L:B","M"
"459","L3","B","L:B","M"
"460","L3","B","L:B","M"
