day,event,line,censor,sex,chro,allelle
7,2,L1,0,M,B,L
7,2,L1,0,M,B,L
10,1,L1,0,M,B,L
14,1,L1,0,M,B,L
17,1,L1,0,M,B,L
19,2,L1,0,M,B,L
19,2,L1,0,M,B,L
21,1,L1,0,M,B,L
24,1,L1,0,M,B,L
26,2,L1,0,M,B,L
26,2,L1,0,M,B,L
28,2,L1,0,M,B,L
28,2,L1,0,M,B,L
31,2,L1,0,M,B,L
31,2,L1,0,M,B,L
33,2,L1,0,M,B,L
33,2,L1,0,M,B,L
35,1,L1,0,M,B,L
38,2,L1,0,M,B,L
38,2,L1,0,M,B,L
45,2,L1,0,M,B,L
45,2,L1,0,M,B,L
49,1,L1,0,M,B,L
52,4,L1,0,M,B,L
52,4,L1,0,M,B,L
52,4,L1,0,M,B,L
52,4,L1,0,M,B,L
54,1,L1,0,M,B,L
56,1,L1,0,M,B,L
59,2,L1,0,M,B,L
59,2,L1,0,M,B,L
61,2,L1,0,M,B,L
61,2,L1,0,M,B,L
66,3,L1,0,M,B,L
66,3,L1,0,M,B,L
66,3,L1,0,M,B,L
68,4,L1,0,M,B,L
68,4,L1,0,M,B,L
68,4,L1,0,M,B,L
68,4,L1,0,M,B,L
70,2,L1,0,M,B,L
70,2,L1,0,M,B,L
73,6,L1,0,M,B,L
73,6,L1,0,M,B,L
73,6,L1,0,M,B,L
73,6,L1,0,M,B,L
73,6,L1,0,M,B,L
73,6,L1,0,M,B,L
75,3,L1,0,M,B,L
75,3,L1,0,M,B,L
75,3,L1,0,M,B,L
77,1,L1,0,M,B,L
80,2,L1,0,M,B,L
80,2,L1,0,M,B,L
5,2,L1,0,M,B,L
5,2,L1,0,M,B,L
7,3,L1,0,M,B,L
7,3,L1,0,M,B,L
7,3,L1,0,M,B,L
10,1,L1,0,M,B,L
12,1,L1,0,M,B,L
14,1,L1,0,M,B,L
19,2,L1,0,M,B,L
19,2,L1,0,M,B,L
26,2,L1,0,M,B,L
26,2,L1,0,M,B,L
28,1,L1,0,M,B,L
3,5,L2,0,M,B,L
3,5,L2,0,M,B,L
3,5,L2,0,M,B,L
3,5,L2,0,M,B,L
3,5,L2,0,M,B,L
5,1,L2,0,M,B,L
7,1,L2,0,M,B,L
10,3,L2,0,M,B,L
10,3,L2,0,M,B,L
10,3,L2,0,M,B,L
12,1,L2,0,M,B,L
14,1,L2,0,M,B,L
21,2,L2,0,M,B,L
21,2,L2,0,M,B,L
26,3,L2,0,M,B,L
26,3,L2,0,M,B,L
26,3,L2,0,M,B,L
28,1,L2,0,M,B,L
31,7,L2,0,M,B,L
31,7,L2,0,M,B,L
31,7,L2,0,M,B,L
31,7,L2,0,M,B,L
31,7,L2,0,M,B,L
31,7,L2,0,M,B,L
31,7,L2,0,M,B,L
33,2,L2,0,M,B,L
33,2,L2,0,M,B,L
35,6,L2,0,M,B,L
35,6,L2,0,M,B,L
35,6,L2,0,M,B,L
35,6,L2,0,M,B,L
35,6,L2,0,M,B,L
35,6,L2,0,M,B,L
38,3,L2,0,M,B,L
38,3,L2,0,M,B,L
38,3,L2,0,M,B,L
40,3,L2,0,M,B,L
40,3,L2,0,M,B,L
40,3,L2,0,M,B,L
45,9,L2,0,M,B,L
45,9,L2,0,M,B,L
45,9,L2,0,M,B,L
45,9,L2,0,M,B,L
45,9,L2,0,M,B,L
45,9,L2,0,M,B,L
45,9,L2,0,M,B,L
45,9,L2,0,M,B,L
45,9,L2,0,M,B,L
49,3,L2,0,M,B,L
49,3,L2,0,M,B,L
49,3,L2,0,M,B,L
52,2,L2,0,M,B,L
52,2,L2,0,M,B,L
54,3,L2,0,M,B,L
54,3,L2,0,M,B,L
54,3,L2,0,M,B,L
56,1,L2,0,M,B,L
59,3,L2,0,M,B,L
59,3,L2,0,M,B,L
59,3,L2,0,M,B,L
61,2,L2,0,M,B,L
61,2,L2,0,M,B,L
63,3,L2,0,M,B,L
63,3,L2,0,M,B,L
63,3,L2,0,M,B,L
66,1,L2,0,M,B,L
73,4,L2,0,M,B,L
73,4,L2,0,M,B,L
73,4,L2,0,M,B,L
73,4,L2,0,M,B,L
75,1,L2,0,M,B,L
80,1,L2,0,M,B,L
5,8,L2,0,M,B,L
5,8,L2,0,M,B,L
5,8,L2,0,M,B,L
5,8,L2,0,M,B,L
5,8,L2,0,M,B,L
5,8,L2,0,M,B,L
5,8,L2,0,M,B,L
5,8,L2,0,M,B,L
7,2,L2,0,M,B,L
7,2,L2,0,M,B,L
10,1,L2,0,M,B,L
12,1,L2,0,M,B,L
14,1,L2,0,M,B,L
24,1,L2,0,M,B,L
26,1,L2,0,M,B,L
38,1,L2,0,M,B,L
3,3,L3,0,M,B,L
3,3,L3,0,M,B,L
3,3,L3,0,M,B,L
10,3,L3,0,M,B,L
10,3,L3,0,M,B,L
10,3,L3,0,M,B,L
17,1,L3,0,M,B,L
21,1,L3,0,M,B,L
24,2,L3,0,M,B,L
24,2,L3,0,M,B,L
31,1,L3,0,M,B,L
33,1,L3,0,M,B,L
35,2,L3,0,M,B,L
35,2,L3,0,M,B,L
38,4,L3,0,M,B,L
38,4,L3,0,M,B,L
38,4,L3,0,M,B,L
38,4,L3,0,M,B,L
45,3,L3,0,M,B,L
45,3,L3,0,M,B,L
45,3,L3,0,M,B,L
52,2,L3,0,M,B,L
52,2,L3,0,M,B,L
54,2,L3,0,M,B,L
54,2,L3,0,M,B,L
56,1,L3,0,M,B,L
59,2,L3,0,M,B,L
59,2,L3,0,M,B,L
61,2,L3,0,M,B,L
61,2,L3,0,M,B,L
63,1,L3,0,M,B,L
66,7,L3,0,M,B,L
66,7,L3,0,M,B,L
66,7,L3,0,M,B,L
66,7,L3,0,M,B,L
66,7,L3,0,M,B,L
66,7,L3,0,M,B,L
66,7,L3,0,M,B,L
68,1,L3,0,M,B,L
70,3,L3,0,M,B,L
70,3,L3,0,M,B,L
70,3,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
73,16,L3,0,M,B,L
75,1,L3,0,M,B,L
77,3,L3,0,M,B,L
77,3,L3,0,M,B,L
77,3,L3,0,M,B,L
80,5,L3,0,M,B,L
80,5,L3,0,M,B,L
80,5,L3,0,M,B,L
80,5,L3,0,M,B,L
80,5,L3,0,M,B,L
82,2,L3,0,M,B,L
82,2,L3,0,M,B,L
84,1,L3,0,M,B,L
5,1,L3,0,M,B,L
7,4,L3,0,M,B,L
7,4,L3,0,M,B,L
7,4,L3,0,M,B,L
7,4,L3,0,M,B,L
12,2,L3,0,M,B,L
12,2,L3,0,M,B,L
14,1,L3,0,M,B,L
17,2,L3,0,M,B,L
17,2,L3,0,M,B,L
19,1,L3,0,M,B,L
21,2,L3,0,M,B,L
21,2,L3,0,M,B,L
26,1,L3,0,M,B,L
28,3,L3,0,M,B,L
28,3,L3,0,M,B,L
28,3,L3,0,M,B,L
33,1,L3,0,M,B,L
35,1,L3,0,M,B,L
40,1,L3,0,M,B,L
3,2,S1,0,M,B,S
3,2,S1,0,M,B,S
5,1,S1,0,M,B,S
7,3,S1,0,M,B,S
7,3,S1,0,M,B,S
7,3,S1,0,M,B,S
10,1,S1,0,M,B,S
19,1,S1,0,M,B,S
24,2,S1,0,M,B,S
24,2,S1,0,M,B,S
28,1,S1,0,M,B,S
31,1,S1,0,M,B,S
33,3,S1,0,M,B,S
33,3,S1,0,M,B,S
33,3,S1,0,M,B,S
35,3,S1,0,M,B,S
35,3,S1,0,M,B,S
35,3,S1,0,M,B,S
38,4,S1,0,M,B,S
38,4,S1,0,M,B,S
38,4,S1,0,M,B,S
38,4,S1,0,M,B,S
40,1,S1,0,M,B,S
45,3,S1,0,M,B,S
45,3,S1,0,M,B,S
45,3,S1,0,M,B,S
49,2,S1,0,M,B,S
49,2,S1,0,M,B,S
52,4,S1,0,M,B,S
52,4,S1,0,M,B,S
52,4,S1,0,M,B,S
52,4,S1,0,M,B,S
54,2,S1,0,M,B,S
54,2,S1,0,M,B,S
56,1,S1,0,M,B,S
59,2,S1,0,M,B,S
59,2,S1,0,M,B,S
61,2,S1,0,M,B,S
61,2,S1,0,M,B,S
63,1,S1,0,M,B,S
66,8,S1,0,M,B,S
66,8,S1,0,M,B,S
66,8,S1,0,M,B,S
66,8,S1,0,M,B,S
66,8,S1,0,M,B,S
66,8,S1,0,M,B,S
66,8,S1,0,M,B,S
66,8,S1,0,M,B,S
68,5,S1,0,M,B,S
68,5,S1,0,M,B,S
68,5,S1,0,M,B,S
68,5,S1,0,M,B,S
68,5,S1,0,M,B,S
70,4,S1,0,M,B,S
70,4,S1,0,M,B,S
70,4,S1,0,M,B,S
70,4,S1,0,M,B,S
73,5,S1,0,M,B,S
73,5,S1,0,M,B,S
73,5,S1,0,M,B,S
73,5,S1,0,M,B,S
73,5,S1,0,M,B,S
75,1,S1,0,M,B,S
77,1,S1,0,M,B,S
80,1,S1,0,M,B,S
82,2,S1,0,M,B,S
82,2,S1,0,M,B,S
87,1,S1,0,M,B,S
5,5,S1,0,M,B,S
5,5,S1,0,M,B,S
5,5,S1,0,M,B,S
5,5,S1,0,M,B,S
5,5,S1,0,M,B,S
7,2,S1,0,M,B,S
7,2,S1,0,M,B,S
26,2,S1,0,M,B,S
26,2,S1,0,M,B,S
33,2,S1,0,M,B,S
33,2,S1,0,M,B,S
38,2,S1,0,M,B,S
38,2,S1,0,M,B,S
3,2,S2,0,M,B,S
3,2,S2,0,M,B,S
7,1,S2,0,M,B,S
10,2,S2,0,M,B,S
10,2,S2,0,M,B,S
12,2,S2,0,M,B,S
12,2,S2,0,M,B,S
14,2,S2,0,M,B,S
14,2,S2,0,M,B,S
17,3,S2,0,M,B,S
17,3,S2,0,M,B,S
17,3,S2,0,M,B,S
19,1,S2,0,M,B,S
21,2,S2,0,M,B,S
21,2,S2,0,M,B,S
26,3,S2,0,M,B,S
26,3,S2,0,M,B,S
26,3,S2,0,M,B,S
28,1,S2,0,M,B,S
31,3,S2,0,M,B,S
31,3,S2,0,M,B,S
31,3,S2,0,M,B,S
33,2,S2,0,M,B,S
33,2,S2,0,M,B,S
35,1,S2,0,M,B,S
40,2,S2,0,M,B,S
40,2,S2,0,M,B,S
45,7,S2,0,M,B,S
45,7,S2,0,M,B,S
45,7,S2,0,M,B,S
45,7,S2,0,M,B,S
45,7,S2,0,M,B,S
45,7,S2,0,M,B,S
45,7,S2,0,M,B,S
47,2,S2,0,M,B,S
47,2,S2,0,M,B,S
52,3,S2,0,M,B,S
52,3,S2,0,M,B,S
52,3,S2,0,M,B,S
54,1,S2,0,M,B,S
56,3,S2,0,M,B,S
56,3,S2,0,M,B,S
56,3,S2,0,M,B,S
59,3,S2,0,M,B,S
59,3,S2,0,M,B,S
59,3,S2,0,M,B,S
61,3,S2,0,M,B,S
61,3,S2,0,M,B,S
61,3,S2,0,M,B,S
63,6,S2,0,M,B,S
63,6,S2,0,M,B,S
63,6,S2,0,M,B,S
63,6,S2,0,M,B,S
63,6,S2,0,M,B,S
63,6,S2,0,M,B,S
66,4,S2,0,M,B,S
66,4,S2,0,M,B,S
66,4,S2,0,M,B,S
66,4,S2,0,M,B,S
70,2,S2,0,M,B,S
70,2,S2,0,M,B,S
73,6,S2,0,M,B,S
73,6,S2,0,M,B,S
73,6,S2,0,M,B,S
73,6,S2,0,M,B,S
73,6,S2,0,M,B,S
73,6,S2,0,M,B,S
75,2,S2,0,M,B,S
75,2,S2,0,M,B,S
77,1,S2,0,M,B,S
82,1,S2,0,M,B,S
87,3,S2,0,M,B,S
87,3,S2,0,M,B,S
87,3,S2,0,M,B,S
5,1,S2,0,M,B,S
10,3,S2,0,M,B,S
10,3,S2,0,M,B,S
10,3,S2,0,M,B,S
12,3,S2,0,M,B,S
12,3,S2,0,M,B,S
12,3,S2,0,M,B,S
14,1,S2,0,M,B,S
19,2,S2,0,M,B,S
19,2,S2,0,M,B,S
24,1,S2,0,M,B,S
26,1,S2,0,M,B,S
38,1,S2,0,M,B,S
40,1,S2,0,M,B,S
3,1,L1,0,M,D,L
7,4,L1,0,M,D,L
7,4,L1,0,M,D,L
7,4,L1,0,M,D,L
7,4,L1,0,M,D,L
10,2,L1,0,M,D,L
10,2,L1,0,M,D,L
17,1,L1,0,M,D,L
19,1,L1,0,M,D,L
21,2,L1,0,M,D,L
21,2,L1,0,M,D,L
24,2,L1,0,M,D,L
24,2,L1,0,M,D,L
28,1,L1,0,M,D,L
31,2,L1,0,M,D,L
31,2,L1,0,M,D,L
33,3,L1,0,M,D,L
33,3,L1,0,M,D,L
33,3,L1,0,M,D,L
35,4,L1,0,M,D,L
35,4,L1,0,M,D,L
35,4,L1,0,M,D,L
35,4,L1,0,M,D,L
38,2,L1,0,M,D,L
38,2,L1,0,M,D,L
40,2,L1,0,M,D,L
40,2,L1,0,M,D,L
45,4,L1,0,M,D,L
45,4,L1,0,M,D,L
45,4,L1,0,M,D,L
45,4,L1,0,M,D,L
47,4,L1,0,M,D,L
47,4,L1,0,M,D,L
47,4,L1,0,M,D,L
47,4,L1,0,M,D,L
49,3,L1,0,M,D,L
49,3,L1,0,M,D,L
49,3,L1,0,M,D,L
52,8,L1,0,M,D,L
52,8,L1,0,M,D,L
52,8,L1,0,M,D,L
52,8,L1,0,M,D,L
52,8,L1,0,M,D,L
52,8,L1,0,M,D,L
52,8,L1,0,M,D,L
52,8,L1,0,M,D,L
54,5,L1,0,M,D,L
54,5,L1,0,M,D,L
54,5,L1,0,M,D,L
54,5,L1,0,M,D,L
54,5,L1,0,M,D,L
59,8,L1,0,M,D,L
59,8,L1,0,M,D,L
59,8,L1,0,M,D,L
59,8,L1,0,M,D,L
59,8,L1,0,M,D,L
59,8,L1,0,M,D,L
59,8,L1,0,M,D,L
59,8,L1,0,M,D,L
61,2,L1,0,M,D,L
61,2,L1,0,M,D,L
63,4,L1,0,M,D,L
63,4,L1,0,M,D,L
63,4,L1,0,M,D,L
63,4,L1,0,M,D,L
66,4,L1,0,M,D,L
66,4,L1,0,M,D,L
66,4,L1,0,M,D,L
66,4,L1,0,M,D,L
68,1,L1,0,M,D,L
73,2,L1,0,M,D,L
73,2,L1,0,M,D,L
77,1,L1,0,M,D,L
80,2,L1,0,M,D,L
80,2,L1,0,M,D,L
84,1,L1,0,M,D,L
5,3,L1,0,M,D,L
5,3,L1,0,M,D,L
5,3,L1,0,M,D,L
7,2,L1,0,M,D,L
7,2,L1,0,M,D,L
14,1,L1,0,M,D,L
19,1,L1,0,M,D,L
26,1,L1,0,M,D,L
31,1,L1,0,M,D,L
10,1,L2,0,M,D,L
12,2,L2,0,M,D,L
12,2,L2,0,M,D,L
14,2,L2,0,M,D,L
14,2,L2,0,M,D,L
17,3,L2,0,M,D,L
17,3,L2,0,M,D,L
17,3,L2,0,M,D,L
24,1,L2,0,M,D,L
26,1,L2,0,M,D,L
28,1,L2,0,M,D,L
31,1,L2,0,M,D,L
38,3,L2,0,M,D,L
38,3,L2,0,M,D,L
38,3,L2,0,M,D,L
45,2,L2,0,M,D,L
45,2,L2,0,M,D,L
47,1,L2,0,M,D,L
49,1,L2,0,M,D,L
52,3,L2,0,M,D,L
52,3,L2,0,M,D,L
52,3,L2,0,M,D,L
54,3,L2,0,M,D,L
54,3,L2,0,M,D,L
54,3,L2,0,M,D,L
59,2,L2,0,M,D,L
59,2,L2,0,M,D,L
61,2,L2,0,M,D,L
61,2,L2,0,M,D,L
66,5,L2,0,M,D,L
66,5,L2,0,M,D,L
66,5,L2,0,M,D,L
66,5,L2,0,M,D,L
66,5,L2,0,M,D,L
68,1,L2,0,M,D,L
70,1,L2,0,M,D,L
73,1,L2,0,M,D,L
75,3,L2,0,M,D,L
75,3,L2,0,M,D,L
75,3,L2,0,M,D,L
80,1,L2,0,M,D,L
82,1,L2,0,M,D,L
84,1,L2,0,M,D,L
7,4,L2,0,M,D,L
7,4,L2,0,M,D,L
7,4,L2,0,M,D,L
7,4,L2,0,M,D,L
17,1,L2,0,M,D,L
19,1,L2,0,M,D,L
21,2,L2,0,M,D,L
21,2,L2,0,M,D,L
26,1,L2,0,M,D,L
28,1,L2,0,M,D,L
33,2,L2,0,M,D,L
33,2,L2,0,M,D,L
38,1,L2,0,M,D,L
40,1,L2,0,M,D,L
3,1,L3,0,M,D,L
5,1,L3,0,M,D,L
7,1,L3,0,M,D,L
10,2,L3,0,M,D,L
10,2,L3,0,M,D,L
12,1,L3,0,M,D,L
14,3,L3,0,M,D,L
14,3,L3,0,M,D,L
14,3,L3,0,M,D,L
17,2,L3,0,M,D,L
17,2,L3,0,M,D,L
19,5,L3,0,M,D,L
19,5,L3,0,M,D,L
19,5,L3,0,M,D,L
19,5,L3,0,M,D,L
19,5,L3,0,M,D,L
21,2,L3,0,M,D,L
21,2,L3,0,M,D,L
24,1,L3,0,M,D,L
26,3,L3,0,M,D,L
26,3,L3,0,M,D,L
26,3,L3,0,M,D,L
28,2,L3,0,M,D,L
28,2,L3,0,M,D,L
31,3,L3,0,M,D,L
31,3,L3,0,M,D,L
31,3,L3,0,M,D,L
33,3,L3,0,M,D,L
33,3,L3,0,M,D,L
33,3,L3,0,M,D,L
35,7,L3,0,M,D,L
35,7,L3,0,M,D,L
35,7,L3,0,M,D,L
35,7,L3,0,M,D,L
35,7,L3,0,M,D,L
35,7,L3,0,M,D,L
35,7,L3,0,M,D,L
38,4,L3,0,M,D,L
38,4,L3,0,M,D,L
38,4,L3,0,M,D,L
38,4,L3,0,M,D,L
45,3,L3,0,M,D,L
45,3,L3,0,M,D,L
45,3,L3,0,M,D,L
47,3,L3,0,M,D,L
47,3,L3,0,M,D,L
47,3,L3,0,M,D,L
52,4,L3,0,M,D,L
52,4,L3,0,M,D,L
52,4,L3,0,M,D,L
52,4,L3,0,M,D,L
56,2,L3,0,M,D,L
56,2,L3,0,M,D,L
59,2,L3,0,M,D,L
59,2,L3,0,M,D,L
61,2,L3,0,M,D,L
61,2,L3,0,M,D,L
73,1,L3,0,M,D,L
75,1,L3,0,M,D,L
87,2,L3,0,M,D,L
87,2,L3,0,M,D,L
5,2,L3,0,M,D,L
5,2,L3,0,M,D,L
10,1,L3,0,M,D,L
14,2,L3,0,M,D,L
14,2,L3,0,M,D,L
17,1,L3,0,M,D,L
21,3,L3,0,M,D,L
21,3,L3,0,M,D,L
21,3,L3,0,M,D,L
24,1,L3,0,M,D,L
26,1,L3,0,M,D,L
35,1,L3,0,M,D,L
3,1,S1,0,M,D,S
5,1,S1,0,M,D,S
12,4,S1,0,M,D,S
12,4,S1,0,M,D,S
12,4,S1,0,M,D,S
12,4,S1,0,M,D,S
17,1,S1,0,M,D,S
19,1,S1,0,M,D,S
21,4,S1,0,M,D,S
21,4,S1,0,M,D,S
21,4,S1,0,M,D,S
21,4,S1,0,M,D,S
24,1,S1,0,M,D,S
31,3,S1,0,M,D,S
31,3,S1,0,M,D,S
31,3,S1,0,M,D,S
33,5,S1,0,M,D,S
33,5,S1,0,M,D,S
33,5,S1,0,M,D,S
33,5,S1,0,M,D,S
33,5,S1,0,M,D,S
35,1,S1,0,M,D,S
38,2,S1,0,M,D,S
38,2,S1,0,M,D,S
40,3,S1,0,M,D,S
40,3,S1,0,M,D,S
40,3,S1,0,M,D,S
45,4,S1,0,M,D,S
45,4,S1,0,M,D,S
45,4,S1,0,M,D,S
45,4,S1,0,M,D,S
47,3,S1,0,M,D,S
47,3,S1,0,M,D,S
47,3,S1,0,M,D,S
49,4,S1,0,M,D,S
49,4,S1,0,M,D,S
49,4,S1,0,M,D,S
49,4,S1,0,M,D,S
52,5,S1,0,M,D,S
52,5,S1,0,M,D,S
52,5,S1,0,M,D,S
52,5,S1,0,M,D,S
52,5,S1,0,M,D,S
54,2,S1,0,M,D,S
54,2,S1,0,M,D,S
56,1,S1,0,M,D,S
59,6,S1,0,M,D,S
59,6,S1,0,M,D,S
59,6,S1,0,M,D,S
59,6,S1,0,M,D,S
59,6,S1,0,M,D,S
59,6,S1,0,M,D,S
66,2,S1,0,M,D,S
66,2,S1,0,M,D,S
68,2,S1,0,M,D,S
68,2,S1,0,M,D,S
70,1,S1,0,M,D,S
73,2,S1,0,M,D,S
73,2,S1,0,M,D,S
77,1,S1,0,M,D,S
80,1,S1,0,M,D,S
3,2,S1,0,M,D,S
3,2,S1,0,M,D,S
5,2,S1,0,M,D,S
5,2,S1,0,M,D,S
7,1,S1,0,M,D,S
21,1,S1,0,M,D,S
31,1,S1,0,M,D,S
3,2,S2,0,M,D,S
3,2,S2,0,M,D,S
5,2,S2,0,M,D,S
5,2,S2,0,M,D,S
10,1,S2,0,M,D,S
12,3,S2,0,M,D,S
12,3,S2,0,M,D,S
12,3,S2,0,M,D,S
14,2,S2,0,M,D,S
14,2,S2,0,M,D,S
17,2,S2,0,M,D,S
17,2,S2,0,M,D,S
19,1,S2,0,M,D,S
24,2,S2,0,M,D,S
24,2,S2,0,M,D,S
28,2,S2,0,M,D,S
28,2,S2,0,M,D,S
33,3,S2,0,M,D,S
33,3,S2,0,M,D,S
33,3,S2,0,M,D,S
35,2,S2,0,M,D,S
35,2,S2,0,M,D,S
38,1,S2,0,M,D,S
40,3,S2,0,M,D,S
40,3,S2,0,M,D,S
40,3,S2,0,M,D,S
45,3,S2,0,M,D,S
45,3,S2,0,M,D,S
45,3,S2,0,M,D,S
49,1,S2,0,M,D,S
52,1,S2,0,M,D,S
54,2,S2,0,M,D,S
54,2,S2,0,M,D,S
59,2,S2,0,M,D,S
59,2,S2,0,M,D,S
61,1,S2,0,M,D,S
66,3,S2,0,M,D,S
66,3,S2,0,M,D,S
66,3,S2,0,M,D,S
73,2,S2,0,M,D,S
73,2,S2,0,M,D,S
75,3,S2,0,M,D,S
75,3,S2,0,M,D,S
75,3,S2,0,M,D,S
77,2,S2,0,M,D,S
77,2,S2,0,M,D,S
80,5,S2,0,M,D,S
80,5,S2,0,M,D,S
80,5,S2,0,M,D,S
80,5,S2,0,M,D,S
80,5,S2,0,M,D,S
84,1,S2,0,M,D,S
87,1,S2,0,M,D,S
94,1,S2,0,M,D,S
5,5,S2,0,M,D,S
5,5,S2,0,M,D,S
5,5,S2,0,M,D,S
5,5,S2,0,M,D,S
5,5,S2,0,M,D,S
7,2,S2,0,M,D,S
7,2,S2,0,M,D,S
14,1,S2,0,M,D,S
17,1,S2,0,M,D,S
19,1,S2,0,M,D,S
21,1,S2,0,M,D,S
24,2,S2,0,M,D,S
24,2,S2,0,M,D,S
26,1,S2,0,M,D,S
28,2,S2,0,M,D,S
28,2,S2,0,M,D,S
35,1,S2,0,M,D,S
3,1,L1,0,F,B,L
17,2,L1,0,F,B,L
17,2,L1,0,F,B,L
19,2,L1,0,F,B,L
19,2,L1,0,F,B,L
21,3,L1,0,F,B,L
21,3,L1,0,F,B,L
21,3,L1,0,F,B,L
24,6,L1,0,F,B,L
24,6,L1,0,F,B,L
24,6,L1,0,F,B,L
24,6,L1,0,F,B,L
24,6,L1,0,F,B,L
24,6,L1,0,F,B,L
26,3,L1,0,F,B,L
26,3,L1,0,F,B,L
26,3,L1,0,F,B,L
28,4,L1,0,F,B,L
28,4,L1,0,F,B,L
28,4,L1,0,F,B,L
28,4,L1,0,F,B,L
31,12,L1,0,F,B,L
